,date,user_id,text,like,tag,pp_text,like_point
0,2019-07-25T18:21:59.000Z,joyfulchallenge,I may or may not have horrendous breath later...but at least I'm snacking healthy. #seasnax #seaweedchips #healthyfunyuns #fireshot #breathoffire #geneshealthfood,4,#seasnax #seaweedchips #healthyfunyuns #fireshot #breathoffire #geneshealthfood,I may or may not have horrendous breath later but at least I m snacking healthy seasnaxseaweedchipshealthyfunyunsfireshotbreathoffiregeneshealthfood,4
1,2019-07-25T18:21:59.000Z,koreanseaweed,"Love your photo! Btw, if you're looking for a tasty addition to your everyday meal...look no further! Introducing korean seaweed - the new superfood🌊🌿",54주좋아요 1개답글 달기,,Love your photoBtwif you re looking for a tasty addition to your everyday meal look no furtherIntroducing korean seaweed the new superfood, 1
2,2020-05-26T04:12:12.000Z,bitemebite2020,WHAT❗️❗️MASIH PROMOSI❗️❗️CEPAT❗️CEPAT❗️CEPAT❗️ORDER SEKARANG . Wasap no agent kami di bawah untuk keterangan lanjutwasap.my/60169081202/bitemewasap.my/601121472559/dauzwasap.my/60198820019/suema#seaweedchips #seaweedfood #seaweedsnacks #seaweedlover,31,#seaweedfood #seaweedsnacks #seaweedlover,WHATMASIH PROMOSICEPATCEPATCEPATORDER SEKARANG Wasap no agent kami di bawah untuk keterangan lanjutwasap my 60169081202 bitemewasap my 601121472559 dauzwasap my 60198820019 suema seaweedchipsseaweedfoodseaweedsnacksseaweedlover,31
3,2020-05-26T04:12:12.000Z,hindonsaid,Pm balang kuih,11주답글 달기,,Pm balang kuih,0
4,2018-02-24T10:53:59.000Z,maria_wildflower,❤❤❤ #bibigo #비비고 #seaweedsnack #seaweedchips #김스넥 #koreansnack #크리스피 #cheiljedang,8,#bibigo #seaweedsnack #seaweedchips #koreansnack #cheiljedang,bibigo seaweedsnackseaweedchips koreansnackcheiljedang,8
5,2014-05-18T17:27:01.000Z,oceanshalo,Our #seaweedchips are a hit @montereybayaquarium #cfsmba,15,#seaweedchips #cfsmba,Ourseaweedchips are a hitmontereybayaquariumcfsmba,15
6,2014-05-18T17:27:01.000Z,montereybayaquarium인증됨,😄,325주답글 달기,,,0
7,2019-07-10T23:17:54.000Z,jessethemess,Ducks! #ducks #laketravis #mysecretspot #lakeday #ilovewater #seaweedchips #happyday,14,#ducks #laketravis #mysecretspot #lakeday #ilovewater #seaweedchips #happyday,Ducks duckslaketravismysecretspotlakedayilovewaterseaweedchipshappyday,14
8,2019-07-10T23:17:54.000Z,chillic77,#fuckinducks,57주좋아요 1개답글 달기,#fuckinducks,fuckinducks, 1
9,2012-08-09T19:58:58.000Z,ilsamichelle,Can you spot the #homemade #seaweedchips?? #whatveganseat for lunch,,#homemade #seaweedchips #whatveganseat,Can you spot thehomemadeseaweedchipswhatveganseat for lunch,0
10,2020-01-09T16:40:57.000Z,youree_yu,My favorite korean snack.#김부각 #seaweedchips#bugak #맛있다그램 #한봉지뚝딱,9,#seaweedchipsbugak,My favorite korean snack seaweedchips bugak,9
11,2020-01-09T16:40:57.000Z,loverachel7,이게 costco에 판다는 김부각🙊🙊,30주답글 달기,,costco,0
12,2020-07-17T16:32:47.000Z,seasnax,✋Raise your hand if you crave the crunch? #ifyouknowyouknow Chomperz make for an excellent crouton. 😋 Big bold crunch!Big bold flavor!  📸: @anallergiclife,63,#ifyouknowyouknow,Raise your hand if you crave the crunch ifyouknowyouknow Chomperz make for an excellent croutonBig bold crunch Big bold flavor anallergiclife,63
13,2020-07-17T16:32:47.000Z,seasnax,#chomperz #rice #ricesnacks #vegan #plantbased #seaweedchips #plantpowered #poweredbyplants #nori #gim #koreansnacks #foodie #seaweed #seaweedsnacks #tasty #nomnomnom #chips #cleaneating #realingredients #soyfree #bewell #eatwell #snackwell #wellnesswednesday #nongmo #stickyrice,3주답글 달기,#chomperz #rice #ricesnacks #vegan #plantbased #seaweedchips #plantpowered #poweredbyplants #nori #gim #koreansnacks #foodie #seaweed #seaweedsnacks #tasty #nomnomnom #chips #cleaneating #realingredients #soyfree #bewell #eatwell #snackwell #wellnesswednesday #nongmo #stickyrice,chomperzricericesnacksveganplantbasedseaweedchipsplantpoweredpoweredbyplantsnorigimkoreansnacksfoodieseaweedseaweedsnackstastynomnomnomchipscleaneatingrealingredientssoyfreebewelleatwellsnackwellwellnesswednesdaynongmostickyrice,0
14,2020-07-17T16:32:47.000Z,niarammal,Amazzzzing and so unique. I love your BBQ flavor.,3주좋아요 1개답글 달기,,Amazzzzing and so uniqueI love your BBQ flavor, 1
15,2020-07-17T16:32:47.000Z,majesticgarlic,Yum yum yum,3주답글 달기,,Yum yum yum,0
16,2020-07-17T16:32:47.000Z,cassiegreenhealth,Beautiful salad! And yes to the chompers crouton idea.,3주좋아요 1개답글 달기,,Beautiful saladAnd yes to the chompers crouton idea, 1
17,2020-07-17T16:32:47.000Z,lisagalbianchi,❤️,3주답글 달기,,,0
18,2020-07-17T16:32:47.000Z,anallergiclife,😍❤️🙌,2주답글 달기,,,0
19,2018-06-10T04:38:54.000Z,cheatmealsmy,TEMPAHAN RAYA MASIH DIBUKA..Stok  bergerak pantas bila dah hujung2 Ramadan ni..Siapa cepat dia punya ye. Sementara stok masih ada..Ape2 pun  whatsapp dlu ye kalau masih berminat..Tekan2 terus 0193000156..#makan#lunchdeliverykl#lunchboxkl#danaukota#setapak#wangsamaju#melawati#gombak#srirampai#wangsamelawati#wangsamaju#kerepekseaweed#crunchyseaweed#seaweedchips#kerepekcrabstick#sedekahramadan2018#sedekahjumaat#sedekahramadan#crunchycrab#crunchycrabstick,6,,TEMPAHAN RAYA MASIH DIBUKAStokbergerak pantas bila dah hujung2 Ramadan niSiapa cepat dia punya yeSementara stok masih adaApe2 punwhatsapp dlu ye kalau masih berminatTekan2 terus 0193000156 makan lunchdeliverykl lunchboxkl danaukota setapak wangsamaju melawati gombak srirampai wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips kerepekcrabstick sedekahramadan2018 sedekahjumaat sedekahramadan crunchycrab crunchycrabstick,6
20,2017-03-03T02:40:23.000Z,bazaaria.shop,"Siapa suka seaweed atu, then grab these munchies;#SeaweedChips & #PopiaSeaweedGulung Available inside cube J4 Azisha Cube at #PitstopKB",,#PopiaSeaweedGulung #PitstopKB,Siapa suka seaweed atuthen grab these munchiesSeaweedChipsPopiaSeaweedGulung Available inside cube J4 Azisha Cube atPitstopKB,0
21,2018-05-31T09:56:06.000Z,cheatmealsmy,|SETTLE DELIVERY|.8 BALANG CRUNCHY CRABSTICK + SEAWEED..Yg dah order utk esk harap bersabar ye....Whatsapp 0193000156 utk tempahan RAYA...#makan#lunchdeliverykl#lunchboxkl#danaukota#setapak#wangsamaju#melawati#gombak#srirampai#wangsamelawati#wangsamaju#kerepekseaweed#crunchyseaweed#seaweedchips#kerepekcrabstick#sedekahramadan2018#sedekahjumaat#sedekahramadan#crunchycrab#crunchycrabstick,10,,SETTLE DELIVERY8 BALANG CRUNCHY CRABSTICK SEAWEEDYg dah order utk esk harap bersabar yeWhatsapp 0193000156 utk tempahan RAYAmakan lunchdeliverykl lunchboxkl danaukota setapak wangsamaju melawati gombak srirampai wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips kerepekcrabstick sedekahramadan2018 sedekahjumaat sedekahramadan crunchycrab crunchycrabstick,10
22,2020-07-14T12:30:51.000Z,joshealthycupboard,"PLANT BASED STORE CUPBOARD SNACKSAD (gifted product).SHORE SEAWEED is a Scottish company based in the North of Scotland, sourcing sustainable seaweed from the shores of Wick, to make their crisps, clusters and pesto..I have been eating their seaweed puffs for over a year now and loved them as an office snack, when I used to be at my desk two days a week..I was delighted to be sent some of their new range to try and look forward to sharing more of their products. .You can check our @shoreseaweed and purchase their products via Amazon..Do you like seaweed or eat it regularly?","[<meta content="""" name=""description""/>]",,PLANT BASED STORE CUPBOARD SNACKSADgifted productSHORE SEAWEED is a Scottish company based in the North of Scotlandsourcing sustainable seaweed from the shores of Wickto make their crispsclusters and pestoI have been eating their seaweed puffs for over a year now and loved them as an office snackwhen I used to be at my desk two days a weekI was delighted to be sent some of their new range to try and look forward to sharing more of their products You can check ourshoreseaweed and purchase their products via AmazonDo you like seaweed or eat it regularly,0
23,2020-07-14T12:30:51.000Z,joshealthycupboard,#scottishbloggers #scottishfoodbloggers #instafood #veganrecipes #discoverunder5k #plantbasedfood #plantbasedliving #plantbasedrunner #shoreseaweed #seaweedsnacks #seaweedchips #authenticity #maternalmentalhealth #foodpicture #veganrecipe #homemade #plantbasedrecipe #zerowastescotland #eatmoreveg #scottishvegans #vegansofig #vegetarianrecipe #foodwriter #recipecreator #simpleswaps #sustainablescotland #plantbasedrunner #scottishseaweed #instarunner #plantbasedjourney,4주답글 달기,#scottishbloggers #scottishfoodbloggers #instafood #veganrecipes #discoverunder5k #plantbasedfood #plantbasedliving #plantbasedrunner #shoreseaweed #seaweedsnacks #seaweedchips #authenticity #maternalmentalhealth #foodpicture #veganrecipe #homemade #plantbasedrecipe #zerowastescotland #eatmoreveg #scottishvegans #vegansofig #vegetarianrecipe #foodwriter #recipecreator #simpleswaps #sustainablescotland #plantbasedrunner #scottishseaweed #instarunner #plantbasedjourney,scottishbloggersscottishfoodbloggersinstafoodveganrecipesdiscoverunder5kplantbasedfoodplantbasedlivingplantbasedrunnershoreseaweedseaweedsnacksseaweedchipsauthenticitymaternalmentalhealthfoodpictureveganrecipehomemadeplantbasedrecipezerowastescotlandeatmorevegscottishvegansvegansofigvegetarianrecipefoodwriterrecipecreatorsimpleswapssustainablescotlandplantbasedrunnerscottishseaweedinstarunnerplantbasedjourney,0
24,2020-07-14T12:30:51.000Z,tashadcruz,"They sound great, love a seaweed snack",4주답글 달기,,They sound greatlove a seaweed snack,0
25,2018-04-20T05:20:12.000Z,iamtashwiba,One of my more creative made-up recipes! I call them #californiabeachboats since they're like a #californiaroll with #seaweedsalad on a lettuce boat!.#cucumber #seaweed #seaweedchips #nori #sriracha #krabstick #avocado #vegetarian #pescatarian #glutenfree #iaddedmoresauce #krab,25,#californiabeachboats #californiaroll #seaweedsalad #seaweed #seaweedchips #nori #sriracha #krabstick #avocado #vegetarian #pescatarian #glutenfree #iaddedmoresauce #krab,One of my more creative made up recipesI call themcaliforniabeachboats since they re like acaliforniaroll withseaweedsalad on a lettuce boat cucumberseaweedseaweedchipsnorisrirachakrabstickavocadovegetarianpescatarianglutenfreeiaddedmoresaucekrab,25
26,2020-06-29T03:33:52.000Z,ann_normie,#seaweedchips Nak belajar tp ngantuk?No worries !!Kerepek seaweed ni ada.🌿 original🧀cheese🌶hot & spicyKudap2 sambil study.Baik petang; Walau tgh malam. Sesedap rasa. 👍👍,,#seaweedchips,seaweedchips Nak belajar tp ngantuk No worries Kerepek seaweed ni ada original cheese hot spicyKudap2 sambil study Baik petangWalau tgh malamSesedap rasa,0
27,2020-02-25T08:15:42.000Z,sjyseaweed,Almost at the end of February... Dreaming of spring and a bag of SJY snack in our hand. ⁣⁣Spring and SJY snack available soon 🌿⚓️,48,,Almost at the end of FebruaryDreaming of spring and a bag of SJY snack in our handSpring and SJY snack available soon,48
28,2020-02-25T08:15:42.000Z,sjyseaweed,#SJYseaweed #seaweed #seaweedsnacks #seaweedchips #seaweedfood #sjømat⁣#Seafood #lokalmat #seafoodfromnorway #visithelgeland #luroykommune⁣⁣📸 Janita Zenteno,24주답글 달기,#SJYseaweed #seaweed #seaweedsnacks #seaweedchips #seaweedfood #sjmatSeafood #lokalmat #seafoodfromnorway #visithelgeland #luroykommune,SJYseaweedseaweedseaweedsnacksseaweedchipsseaweedfoodsj matSeafoodlokalmatseafoodfromnorwayvisithelgelandluroykommuneJanita Zenteno,0
29,2017-07-21T17:07:49.000Z,corey2490,Mmmm so delicious! Taste like the ocean #seaweedchips #shouldigoonadiet #seaweed,10,#seaweedchips #shouldigoonadiet #seaweed,Mmmm so deliciousTaste like the oceanseaweedchipsshouldigoonadietseaweed,10
30,2017-01-16T21:30:49.000Z,krose116,Service was so amazing today ❤🤙🏼 #seaweedchips #walkytalky #funoutinservice,39,#seaweedchips #walkytalky #funoutinservice,Service was so amazing todayseaweedchipswalkytalkyfunoutinservice,39
31,2017-01-16T21:30:49.000Z,onyourleft13,Yay,186주답글 달기,,Yay,0
32,2017-09-16T17:46:32.000Z,sriracha08,#sriracha #seaweed #seaweedchips #brownrice #organic #gimmeorganic #gimmesnacks #gimmehealth,3,#sriracha #seaweed #seaweedchips #brownrice #organic #gimmeorganic #gimmesnacks #gimmehealth,srirachaseaweedseaweedchipsbrownriceorganicgimmeorganicgimmesnacksgimmehealth,3
33,2014-04-10T00:33:42.000Z,letkemanj,#humanfishfood. Probably the most disgusting thing I've had in a while. #seaweedchips #whosideawasthis,22,#humanfishfood #seaweedchips #whosideawasthis,humanfishfoodProbably the most disgusting thing I ve had in a while seaweedchipswhosideawasthis,22
34,2016-06-15T19:06:59.000Z,mlb0580,Obsessed with these! 1g of Carbs per serving! #keto #lowcarbsnack #seaweedcrisps #seaweedchips,10,#keto #lowcarbsnack #seaweedcrisps #seaweedchips,Obsessed with these1g of Carbs per serving ketolowcarbsnackseaweedcrispsseaweedchips,10
35,2014-04-07T19:39:53.000Z,oceanshalo,In honor of #WorldHealthDay we're going double duty on #superfoods! #kale salad topped with #seaweedchips is where it's at!,14,#WorldHealthDay #superfoods #kale #seaweedchips,In honor ofWorldHealthDay we re going double duty onsuperfoods kale salad topped withseaweedchips is where it s at,14
36,2014-10-27T23:27:33.000Z,oceanshalo,We had a great time at @greenfestival Chicago this weekend! #greenfestival #greenfestchicago #seaweedchips #swimagainstthetide #healthysnacking,9,#greenfestival #greenfestchicago #seaweedchips #swimagainstthetide #healthysnacking,We had a great time atgreenfestival Chicago this weekend greenfestivalgreenfestchicagoseaweedchipsswimagainstthetidehealthysnacking,9
