date,user_id,pp_text,tag,like_point
2020-02-25T08:15:42.000Z,sjyseaweed,SJYseaweedseaweedseaweedsnacksseaweedchipsseaweedfoodsj matSeafoodlokalmatseafoodfromnorwayvisithelgelandluroykommuneJanita Zenteno,#SJYseaweed #seaweed #seaweedsnacks #seaweedchips #seaweedfood #sjmatSeafood #lokalmat #seafoodfromnorway #visithelgeland #luroykommune,0
2017-07-21T17:07:49.000Z,corey2490,Mmmm so deliciousTaste like the oceanseaweedchipsshouldigoonadietseaweed,#seaweedchips #shouldigoonadiet #seaweed,10
2017-01-16T21:30:49.000Z,krose116,Service was so amazing todayseaweedchipswalkytalkyfunoutinservice,#seaweedchips #walkytalky #funoutinservice,39
2017-01-16T21:30:49.000Z,onyourleft13,Yay,,0
2017-09-16T17:46:32.000Z,sriracha08,srirachaseaweedseaweedchipsbrownriceorganicgimmeorganicgimmesnacksgimmehealth,#sriracha #seaweed #seaweedchips #brownrice #organic #gimmeorganic #gimmesnacks #gimmehealth,3
2014-04-10T00:33:42.000Z,letkemanj,humanfishfoodProbably the most disgusting thing I ve had in a while seaweedchipswhosideawasthis,#humanfishfood #seaweedchips #whosideawasthis,22
2016-06-15T19:06:59.000Z,mlb0580,Obsessed with these1g of Carbs per serving ketolowcarbsnackseaweedcrispsseaweedchips,#keto #lowcarbsnack #seaweedcrisps #seaweedchips,10
2014-04-07T19:39:53.000Z,oceanshalo,In honor ofWorldHealthDay we re going double duty onsuperfoods kale salad topped withseaweedchips is where it s at,#WorldHealthDay #superfoods #kale #seaweedchips,14
2014-10-27T23:27:33.000Z,oceanshalo,We had a great time atgreenfestival Chicago this weekend greenfestivalgreenfestchicagoseaweedchipsswimagainstthetidehealthysnacking,#greenfestival #greenfestchicago #seaweedchips #swimagainstthetide #healthysnacking,9
2020-05-31T03:55:33.000Z,bitemebite2020,Crunchy Seaweed by bite me terbang ke semenanjung terima kasih pada yang order kita tunggu feedback plak wasap my 60169081202 biteme untuk tempahanseaweedchipsseaweedfoodseaweedsnackloveseaweedseaweedloverkerepeksedapkerepekseaweed,#seaweedfood #seaweedsnack #loveseaweed #seaweedlover #kerepeksedap #kerepekseaweed,9
2019-07-11T11:59:53.000Z,kjserag,My dinner yummychipsseaweedchipsproductofTawiTawi,#yummychips #seaweedchips #productofTawiTawi,8
2015-02-21T18:03:16.000Z,chronic_crystal_mermaid,And she ate almost the whole packageclose enough i think i ate five To bad I cant convince her to try my kombuchaseaweedchipskombuchahealthyeatingkidleadbyexample,#seaweedchips #kombucha #healthyeatingkid #leadbyexample,11
2015-02-21T18:03:16.000Z,jen.leeman,I never tried kombucha but I love the roasted seaweedI eat a whole pack in one sitting even though it says5 servings,,0
2015-02-21T18:03:16.000Z,chronic_crystal_mermaid,driftwoodgardens if you like vinegarettes its goodtry multiple flavors before deciding yes the seaweed was on sale today once they are open they are gone,,0
2015-05-18T21:11:40.000Z,haleypurrin,Thank you Whole Foodswholefoodsseaweedchipsinfusedwater,#wholefoods #seaweedchips #infusedwater,8
2018-06-03T04:23:43.000Z,cheatmealsmy,Delivery Utk Raya katannyaCRUNCHY CRABSTICK SEAWEED Anda digalakkan utk amik Combo 3 balang bkn ape takut tak sempat RAYA dah licinheheh Eh takda la saje je tiada paksaannak rasa 1 dlu pun boleWhatsapp je 0193000156 yeTq makan lunchdeliverykl lunchboxkl danaukota setapak wangsamaju melawati gombak srirampai wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips kerepekcrabstick sedekahramadan2018 sedekahjumaat sedekahramadan,,9
2018-06-03T04:23:43.000Z,sharifah_soleha,3 brp awk,,1
2016-04-08T18:58:32.000Z,missellaneouz,Went to P Mall with my nieceawesome marshmellowCandychipspockyemaemacandygarlictoastpotatochipscalbeecalbeepizzachipstarochipsinstantmilkteashrimpchipslobsterchipspockysticksstawberrypockycaramellatteGudetamacaramellattepockystrawberrycrackersseaweedtakoyakichichipsseaweedchipswasabichipswasabeepacificmallinstagoodfoodiejunkfoodyumyumyolo,#Candy #chips #pocky #ema #emacandy #garlictoastpotatochips #calbee #calbeepizzachips #tarochips #instantmilktea #shrimpchips #lobsterchips #pockysticks #stawberrypocky #caramellatte #Gudetama #caramellattepocky #strawberrycrackers #seaweed #takoyakichichips #seaweedchips #wasabichips #wasabee #pacificmall #instagood #foodie #junkfood #yumyum #yolo,17
2016-04-08T18:58:32.000Z,sarah.spam_._,Ok stop it with the junk food,,0
2016-04-08T18:58:32.000Z,sarah.spam_._,Lol,,0
2016-04-08T18:58:32.000Z,osomonyx,Nice,,0
2015-02-10T08:42:51.000Z,deliciousaddictions,DeliciousAddictionsbedoksouthave3chinesenewyearcnygoodiesarrowheadchipsseaweedchipsgoldenpopscornflakessgfoodiesigsgpolkadotssakuraigsg,#DeliciousAddictions #bedoksouthave3 #chinesenewyear #cny #goodies #arrowheadchips #seaweedchips #goldenpops #cornflakes #sgfoodies #igsg #polkadots #sakura #igsg,9
2014-07-26T17:18:16.000Z,oceanshalo,Fly news Seaweedchips got the from the Flywheel Larchmont team flywheelsportsnevercoastsoswell,#Seaweedchips #nevercoast #soswell,14
2017-05-28T23:13:35.000Z,gamer_gavgav,How I spend my days off vanillacokecocacolaseaweedseaweedchipslifeyumyummysnacksnacksdayoff,#cocacola #seaweed #seaweedchips #life #yum #yummy #snack #snacks #dayoff,4
2018-02-26T14:14:17.000Z,cheatmealsmy,Alhamdulillah settle order utk ariniMari2 kalau ada yg nk cari KUDAPANcrunchy dan yg pastikrup krap krup kraplicinnn Bole whatsapp 0193000156 utk order ye jjcm makanmakan makansedap laparpo voket waronghunters makanbest jommakan padu vitdaily padubeb sempoi sedapgiler makan foodporn lunchbox lunchdeliverykl lunchboxkl fastfood danaukota setapak wangsamaju melawati gombak srirampai lunchdelivery wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips,,17
2013-08-16T01:14:51.000Z,janievlove,Something for dinnerc sushicarrotjuiceseaweedchipstraderjoesyummdinnerbomb,#sushi #carrotjuice #seaweedchips #traderjoes #yumm #dinner #bomb,13
2016-08-10T00:28:52.000Z,lunatranmoon,organicgimmeorganicseaweedchipsnongmoglutenfree,#organic #gimmeorganic #seaweedchips #nongmo #glutenfree,9
2016-08-15T21:45:59.000Z,jvdjj,gimmegrams nongmoproject nongmoseaweedchipsbrownriceorganicseaweedlentilsmilletroastedseaweedumamiperfectionspicyhotglutenfreeveganwhatveganseatvegansofnyvegansofiginstaveganveganstagramwasabi,#nongmo #seaweedchips #brownrice #organic #seaweed #lentils #millet #roastedseaweed #umamiperfection #spicyhot #glutenfree #vegan #whatveganseat #vegansofny #vegansofig #instavegan #veganstagram #wasabi,46
2016-08-15T21:45:59.000Z,flaminglicks,Good Shot,,0
2020-06-03T18:50:47.000Z,ohmygim,You Know What You NeedOhMyGimFollowohmygimFollowohmygimFollowtyler spanglerBytyler spanglerLifeIsMoreDeliciousWhenYouEatSeaweedseaweedcoconutwaterartillustrationyouknowwhatyouneedseaweedsaladseaweedfarmseaweedchipsseaweedsnackseaweedsnackschipsglutenfreerecipesveggiesplantbaseddietplantbasedrecipesseaveggieskidsfoodsushiloversmakingsushiburritovegansandwichveganlifericeballrainbowbowlsaladrecipecheeseboardmyfavoritedelish,#OhMyGim #LifeIsMoreDeliciousWhenYouEatSeaweedseaweed #coconutwater #art #illustration #youknowwhatyouneed #seaweedsalad #seaweedfarm #seaweedchips #seaweedsnack #seaweedsnacks #chips #glutenfreerecipes #veggies #plantbaseddiet #plantbasedrecipes #seaveggies #kidsfood #sushilovers #makingsushi #burrito #vegansandwich #veganlife #riceball #rainbowbowl #saladrecipe #cheeseboard #myfavorite #delish,48
2020-06-03T18:50:47.000Z,miss.insatiable,I NEED OH MY GIM,,1
2020-01-27T14:06:21.000Z,sjyseaweed,Wild seaweed stores three times as much CO2 as Amazonian RainforestWe source our seaweed from a production done by cultivationThis leaves the wild seaweed untouched and contribute to climate mitigation,,49
2020-01-27T14:06:21.000Z,sjyseaweed,SJYseaweedseafoodfromnorwayseaweedseaweedsnacksseaweedchipsseaweedfoodsj matSeafoodlokalmatmatfrahavetsustainablearcticnaturebalancekystinkubatorentaremacroalgaekostholdtipslur ylur ykommuneinnovasjonnorge,#SJYseaweed #seafoodfromnorway #seaweed #seaweedsnacks #seaweedchips #seaweedfood #sjmat #Seafood #lokalmat #matfrahavet #sustainable #arctic #nature #balance #kystinkubatoren #tare #macroalgae #kostholdtips #lury #lurykommune #innovasjonnorge,0
2014-10-29T13:37:14.000Z,lina_chenta,Happy bila ramai yg repeat013 4141041 whatsapp saya ya AlhamdulillahRezekiMilikAllahseaweedchipssayajualrangup,#Alhamdulillah #RezekiMilikAllah #seaweedchips #sayajual #rangup,5
2014-05-20T22:39:37.000Z,oceanshalo,We re posted up at thesweetsandsnacksexpo this week sharing our savoryseaweedchips to Chicago s best snackersStop by booth 1266 to get your snack on SSE14,#sweetsandsnacksexpo #seaweedchips #SSE14,16
2016-05-16T13:34:11.000Z,bobabunny_,japancrate this month will probably give me diabetesThoseseaweedchips were super delicious though japancrate,#seaweedchips #japancrate,17
2018-07-13T11:26:36.000Z,seamanchips,Approvedlet s goLaunching within fourteen days seaweedchipsnoplasticintheoceanseamanchipscleanoceanseaweedalgent ngtrangtiltang,#noplasticintheocean #seamanchips #cleanocean #seaweed #algen #tng #trangtiltang,74
2016-07-16T08:24:07.000Z,cherry_chum,seaweedseaweedchipsseagletaokaenoifortunefuchikofuchikothailandkitanclubfuchikocupidcupid asexpected,#seaweed #seaweedchips #seagle #taokaenoi #fortune #fuchiko #fuchikothailand #kitanclub #fuchikocupid #cupid #asexpected,64
2016-07-16T08:24:07.000Z,cheercher,Noooo,,0
2016-12-21T05:32:27.000Z,goldenglowpenang,Hok aloh 2 kotak skli smpaiNi utk hgpa smua org Penang n Kedah 2ndbatch Lekaih oderjgn smpai nangis bucu katilAnas duk ready nk terkamhe3wssp0199247820 currylaksachipsseaweedchipschezzychipshomemadejajanmurahuitm pestapenang,#seaweedchips #chezzychips #homemade #jajanmurah #uitmpestapenang,18
2017-03-20T01:44:19.000Z,miaka.wlan,Making your own seaweed chips,,13
2017-03-20T01:44:19.000Z,miaka.wlan,seaweedchipsasiansnacksdiysnack,#seaweedchips #asiansnacks #diysnack,0
2020-08-12T23:54:38.000Z,kathscart,We are back at selling seaweed chips Sour cheese flavor is outbut another flavor comes inthe Spicy Salted eggfor those who loves salted egg flavored foodand at the same time likes spicy food Benefits contains Iodine and Tyrosine which support Thyroid Functioncontains MagnesiumZincVitamin B12 and Ironcontains a variety of anti oxidantsimproves hairnail growth and digestionreduces anxiety and improves focushelps clear skin and improves eyesightPrevents anemia and fatigueprevents sugar cravingsAlkalozes the bloodPrice Buy 1 or 2 pack for only 90php eachBuy 3 and more for only 85php eachMany have already triedgrab yours nowSeaweedChipsYelaBeautyandWellnesshealthhealthysnackshealthysnackspicysaltedeggsaltedeggcheesespicycheesebarbecuebarbecuecheesesourcreamonlinesellonlinefoodshoponlineshopsupportonlinebusinessessupportonlinesellersupportsmallbusinesssupportlocalsmallbusinessfoodiefoodphotographyfoodpornfoodstagrambuynowlikeforlikefollorforfollowfollow4followf4ff4follow,#YelaBeautyandWellness #health #healthysnacks #healthysnack #spicysaltedegg #saltedegg #cheese #spicycheese #barbecue #barbecuecheese #sourcream #onlinesell #onlinefoodshop #onlineshop #supportonlinebusinesses #supportonlineseller #supportsmallbusiness #supportlocal #smallbusiness #foodie #foodphotography #foodporn #foodstagram #buynow #likeforlike #follorforfollow #follow4follow #f4f #f4follow,0
2019-03-28T16:47:57.000Z,asiansnackguy,Seaweed Sandwich with Almond Slices I always love a tasty low calorie snackThe crispy seaweed dissolves effortlessly vscheap seaweed you mow forever like fibrous celery sticksEach almond slice is glazed with sweetness adding flavor to every bite Thank youhibs healthinblack for sending me these Comment below your favorite low calorie snack,,83
2019-03-28T16:47:57.000Z,asiansnackguy,snackfoodnutritioussnackseaweedsnackseaweedsnacksseaweedchipscrispyseaweed dietsnacksfoodreviewsalmondsnackhikingsnackstaiwanesesnacksbayareafoodieskidssnackideas sffoodies glutenfreesnacksnutritioussnacktaiwanesesnacksnacklifeseaweedcrackersnomsgfoodsnackloverstaiwanesesnackpicnicsnack lovesnackshealthysnacksonthegopicnicsnack,#snackfood #nutritioussnack #seaweedsnack #seaweedsnacks #seaweedchips #crispyseaweeddietsnacks #foodreviews #almondsnack #hikingsnacks #taiwanesesnacks #bayareafoodies #kidssnackideassffoodiesglutenfreesnacks #nutritioussnack #taiwanesesnack #snacklife #seaweedcrackers #nomsgfood #snacklovers #taiwanesesnack #picnicsnacklovesnacks #healthysnacksonthego #picnicsnack,0
2019-03-28T16:47:57.000Z,weplanforfood,Idk why i find it funny thathealthy foodis literally on the package,,1
2019-03-28T16:47:57.000Z,snacks_with_miss_wolf,Ooo they look different to the usual seaweed snackAre they goodI think for the first time ever I probably would actually eat this seaweed without whinging about itif I ever found any that is,,1
2019-03-28T16:47:57.000Z,asiansnackguy,Rating 5 5,,0
2019-03-28T16:47:57.000Z,tmc_reviews,Looks interesting,,1
2019-03-28T16:47:57.000Z,digitalghostnyc,Shiritaki,,1
2019-03-28T16:47:57.000Z,mrmurdock_,Looks very interesting,,1
2019-03-28T16:47:57.000Z,snackswithkat,Love these thin almond seaweed snacksI ve tried two other brands so would love to do a snack battle for all 3,,3
2019-03-28T16:47:57.000Z,detrafig,Taking that layer of nori off must of been a bitch,,1
2019-03-28T16:47:57.000Z,chips_chipster,i like these nori,,1
2019-06-20T20:39:55.000Z,pigga.chu,babybabyboycutecutebabycutiepieinfantcuteinfantchipsseaweedchipsfisherpricegracochiccobravocarterscartersbabywubbanubwubbanublove,#baby #babyboy #cute #cutebaby #cutiepie #infant #cuteinfant #chips #seaweedchips #fisherprice #graco #chiccobravo #carters #cartersbaby #wubbanub #wubbanublove,14
2020-07-31T05:46:27.000Z,_kunyahterus,zananazananachipssnazzysnazzyboomsikayasikayafoodcancimenfoodcancimenspringleespringleeaddicttempecrackerstempecrazytempegilalidigeliseaweedseaweedsnacksseaweedchipspandaseaweed,#zanana #zananachips #snazzy #snazzyboom #sikaya #sikayafood #cancimenfood #cancimen #springlee #springleeaddict #tempecrackers #tempecrazy #tempegila #lidigeli #seaweed #seaweedsnacks #seaweedchips #pandaseaweed,0
2020-03-13T03:43:20.000Z,grandeonlinestore,Bound to Nueva VizcayaThank you Maam RegineAssorted Seaweed Chipsordernow seaweedchips healthsnack,#ordernowseaweedchipshealthsnack,2
2019-02-20T13:03:05.000Z,seaflavours.nl,Do you want to taste this lovely seaweed chips from DenmarkAvailable in supermarket soonEnjoy 3 types of seaweed chipslobster paprikasquid pepperand West coast seasalt,,51
2019-02-20T13:03:05.000Z,seaflavours.nl,seaweedzeewierzeewierchipsseaweedchipsnordicfoodfoodsustainablehealthysnacksalgenhealthykidssnacksinstafood,#seaweed #zeewier #zeewierchips #seaweedchips #nordicfood #food #sustainable #healthysnacks #algen #healthykidssnacks #instafood,0
2019-02-20T13:03:05.000Z,thisisseaweed,They look superbCan t wait to try them,,0
2019-02-20T13:03:05.000Z,the_cooking_mommy,Yumyum,,0
2018-07-11T12:45:25.000Z,cheatmealsmy,Apple Crumble Filling yums2makan lunchdeliverykl lunchboxkl danaukota setapak wangsamaju melawati gombak srirampai wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips kerepekcrabstick sedekahramadan2018 sedekahjumaat sedekahramadan crunchycrab crunchycrabstick applecrumble applepiekl applecrumblesetapak applepiesetapak applecrumblekl,,8
2018-01-01T07:44:49.000Z,bernerdinemorris,Happy New Year 2018Ben Morris Homemade comes up with mini size Seaweed ChipsNot just another cute small container but it s perfectly sealed container 50gm plain RM350 gm Spicy Cheese RM4 50This is for those who want to try my best selling seaweed chips in a small amount first Also suitable for door giftparties and events Contact me at 0168838504 seaweedchips kuching benmorrishomemade,,16
2018-01-01T07:44:49.000Z,vien.31,Bennn i want i want besai mpu bc dai,,1
2018-01-01T07:44:49.000Z,bernerdinemorris,vien 31200gm or 400gm Enti ka pagila ulih,,0
2018-01-01T07:44:49.000Z,bernerdinemorris,vien 31 200 gm spicy rm15enti 400gm rm30 and bisi free 100 gm plain,,0
2018-01-01T07:44:49.000Z,bernerdinemorris,vien 31 enti plain 200gm RM10400gm RM20 and bisi free 100gm agik,,0
2018-01-01T07:44:49.000Z,bernerdinemorris,Adoiivien 31yang mini semua baru jak abis pagila pukul brapa dik bisi,,0
2018-01-01T07:44:49.000Z,bernerdinemorris,vien 31 enti ka confirm legi whatsapp ku ok,,0
2018-09-05T03:25:37.000Z,gimmegrams,Make the grade this school year with the1 organic seaweed snacks,,45
2018-09-05T03:25:37.000Z,gimmegrams,backtoschoolschoolsuppliesschoolsnackslunchboxideaswholefoodslunchboxhealthysnacksseaweedsnacksseaweedchipsseasaltteriyakinonGMOorganicsnacksorganicseaweedglutenfreevegangimMeSeaweedgimMeSnacks,#schoolsupplies #schoolsnacks #lunchboxideas #wholefoods #lunchbox #healthysnacks #seaweedsnacks #seaweedchips #seasalt #teriyaki #nonGMO #organicsnacks #organicseaweed #glutenfree #vegan #gimMeSeaweed #gimMeSnacks,0
2019-05-19T19:03:14.000Z,thomaskjaercph,Spending quality time with one of my in house designed favouritesIt was a lot fun to create the brand together with theKing of SeaweedHeine Max OlesenIt won a Dieline packaging design Award in Chicago last weekNext week it might win another Award in CopenhagenI thinkI have the best job on the planet seamanchipspackagingdesignpackagingdesigngraphicdesign designed bypearlfisherlivepearlfisherpearlfishercopenhagenseaweedseaweedchipssnackssealoversaltlifelifeatseacoastallivingigersdenmarksnacktimenordiclivingnordicfoodpackaginglove,#packaging #design #packagingdesign #graphicdesign #pearlfisher #pearlfishercopenhagen #seaweed #seaweedchips #snacks #sealover #saltlife #lifeatsea #coastalliving #igersdenmark #snacktime #nordicliving #nordicfood #packaginglove,326
2019-05-19T19:03:14.000Z,russ.captures,So do IYou re a very talented guy and congratulations on the award very well deserved,,0
2019-05-19T19:03:14.000Z,seamanchips,Always a great pleasure to work with you,,1
2019-05-19T19:03:14.000Z,ebbandflowband,Bl ret,,1
2019-05-19T19:03:14.000Z,loveandforage,I think you do too and I also think you are the best at it,,1
2019-05-19T19:03:14.000Z,loveandforage,And massive congrats too,,1
2019-05-19T19:03:14.000Z,rendong_li,Congratulations,,1
2019-05-19T19:03:14.000Z,let_herbecuriouss,Congratulations from us,,1
2019-05-19T19:03:14.000Z,let_herbecuriouss,Congratulations from us,,0
2019-05-19T19:03:14.000Z,emeyu_tea,congratulations from emeyu,,1
2017-11-07T17:45:42.000Z,vancityfatty,Salmon Tartare with seaweed chips and the Deep Fried Matcha Ice Cream I already want to go back tokisojikitchenfoodvancityfattysalmonsalmontartaretartareseaweedchipsnorichipsdeepfriednoriavocadodeliciousyumsesameoildeepfriedicecreamicecreammatchajapanesefoodjapanesecuisinepittmeadows,#vancityfatty #salmon #salmontartare #tartare #seaweedchips #norichips #deepfriednori #avocado #delicious #yum #sesameoil #deepfriedicecream #icecream #matcha #japanesefood #japanesecuisine #pittmeadows,44
2017-11-07T17:45:42.000Z,deniserys,Time to bring the bf,,0
2020-07-31T11:23:19.000Z,_kunyahterus,zananazananachipssnazzysnazzyboomsikayasikayafoodcancimenfoodcancimenspringleespringleeaddicttempecrackerstempecrazytempegilalidigeliseaweedseaweedsnacksseaweedchipspandaseaweed,#zanana #zananachips #snazzy #snazzyboom #sikaya #sikayafood #cancimenfood #cancimen #springlee #springleeaddict #tempecrackers #tempecrazy #tempegila #lidigeli #seaweed #seaweedsnacks #seaweedchips #pandaseaweed,4
2015-12-13T15:48:05.000Z,kiren.dhariwal,Mmmmmm havent had these in years seaweedchipssoyumside note dont you hate when u have the last chip but you don t realise it s the last chip and you weren t ready for it to enddidnt prepare for it nor get the closure of the last oneYerThat s what happened with this packet,#seaweedchips #soyum,5
2018-06-01T06:13:28.000Z,cheatmealsmy,BEEF LASAGNA LARGE TRAYTempahan Dibuka Utk Sebarang Majlis Kecil Kecilan1 Tray RM100sesuai utk 8 10PAX Diameter 13inchTebal 2 inchFREE DELIVERY PADAT TEBAL TAK KEDEKUT DAGING TAK KEDEKUT CHEESE GERENTI NAK ULANG DAN ULANG MAKANWHATSAPP 0193000156 YE SILA ORDER 2 HARI AWALapplecrumble applepie lemonsquare lemonbarmakan lunchdeliverykl lunchboxkl danaukota setapak wangsamaju melawati gombak srirampai wangsamelawati wangsamaju kerepekseaweed crunchyseaweed seaweedchips kerepekcrabstick sedekahramadan2018 sedekahjumaat sedekahramadan crunchycrab crunchycrabstick lasagnekl lasagnakl lasagnasetapak,,18
