,date,user_id,text,like,tag,pp_text,like_point
283,2018-09-08T12:29:34.000Z,flowersalesman,친하게 지내요^^,100주답글 달기,,,0
284,2018-09-08T12:29:34.000Z,goyha_choi,안녕하세요. 세상에 나를 알리는 시간- 세나시 스쿨 운영자 공감마케터 최은희입니다. 즐거운 소통 나누고 싶어 선팔하고 갑니다.,94주답글 달기,,,0
285,2019-04-06T03:28:35.000Z,nalzomboso3579,#seaweed crisps#vegetable chips#Vegan crisps#USDA#김부각#kimbugak#Bugak #오희숙전통부각#식품명인25호 부각명인.,70주,#seaweed #오희숙전통부각#식품명인25호,seaweed crisps vegetable chips Vegan crisps USDA kimbugak Bugak25,0
286,2016-11-09T06:42:25.000Z,kath.desilva06,Paselfie ang Bagong tasa #shorthair #bugak,196주,#shorthair #bugak,Paselfie ang Bagong tasashorthairbugak,0
287,2017-05-24T05:48:21.000Z,choreezo,Dat dirty 🍑,168주,,Dat dirty,0
288,2017-05-24T05:48:21.000Z,choreezo,.....#cycling #roadbike #cyclist #bikestagram #cyclinglife #stravacycling #roadcycling #instacycling #rideyourbike #cyclists #lovecycling #instacycle #cyclinglove #instabicycle #cyclistlife #cyclingday #bugak #분악산 #fromwhereiride #bike #bikestagram #자전거 #라이딩 #싸이클 #라이딩그램 #outsideisfree #rideeveryday #baaw #서울 #북악,168주답글 달기,#roadbike #cyclist #bikestagram #cyclinglife #stravacycling #roadcycling #instacycling #rideyourbike #cyclists #lovecycling #instacycle #cyclinglove #instabicycle #cyclistlife #cyclingday #bugak #분악산 #fromwhereiride #bike #bikestagram #자전거 #라이딩 #싸이클 #라이딩그램 #outsideisfree #rideeveryday #baaw #서울 #북악,cyclingroadbikecyclistbikestagramcyclinglifestravacyclingroadcyclinginstacyclingrideyourbikecyclistslovecyclinginstacyclecyclingloveinstabicyclecyclistlifecyclingdaybugak fromwhereiridebikebikestagramoutsideisfreerideeverydaybaaw,0
289,2017-05-24T05:48:21.000Z,choreezo,"@didimao I love it, fits all of my stuff for daily riding",168주답글 달기,,didimao I love itfits all of my stuff for daily riding,0
290,2017-02-06T14:54:48.000Z,minting02,김총각네 김부각♥남원 형제 김부각집으로 핫한김총각네김부각을 맛보다^^ 바삭바삭 과자같아서 한번뜯으면 멈출수없다~♬ #김총각네 #김부각 #밥반찬 #BUGAK,183주,#김총각네 #김부각 #밥반찬 #BUGAK,BUGAK,0
291,2017-07-21T08:40:36.000Z,taeo_importfood,อร่อยอยู่ท้องแบบเฮลตี้ จะทานเป็นมื้อเช้าก็ได้ ทานเล่นก็ได้ เป็นกับข้าว กับแกล้ม ได้หมดเลย1ซอง30g.(ไม่น้อยเลยนะคะ)ปกติราคา150฿(อิงราคาปกติที่เกาหลีเลย)❌ลดเหลือซองละ75฿❌3ซอง เหลือซองละ70฿---------------------------------------------------❌ไม่มีผงชูรส ทานได้ทุกเพศทุกวัย แต่อุดมไปด้วยประโยชน์จากสาหร่ายทะเล ปลาแอนโชวี่ กุ้งทะเล และสมุนไพรอย่างโรสแมรี่❌ไม่เหมือนสาหร่ายในไทยแน่นอน❌มีที่TaeO Importเท่านั้น---------------------------------------------------⭐ข้อมูลสำหรับผู้แพ้อาหาร⭐มีส่วนผสมของงา ปลาแอนโชวี่และกุ้งทะเล----------------------------------------------------🚩เป็นสินค้านำเข้าจากประเทศเกาหลีเสียภาษีถูกต้องตามกฎหมาย----------------------------------------------------💬LineID: Pk03092012----------------------------------------------------#อาหารเกาหลี #ขนมเกาหลี #อาหารคลีน #ไดเอท #ขนมแคลต่ำ #อาหารนำเข้า #ขนมนำเข้า #มันหนึบเกาหลี #ลูกพลับอบแห้ง #คลีน #ทูโก #อยู่ท้อง #ไม่อ้วน #อร่อย #บูกัก #bugak #มื้อเช้า #อาหารสุขภาพ #healthyfood #healthy #diet #cleanfood #breakfast #korean #koreansnack #koreanfood,159주,#ขนมเกาหลี #อาหารคลีน #ไดเอท #ขนมแคลต่ำ #อาหารนำเข้า #ขนมนำเข้า #มันหนึบเกาหลี #ลูกพลับอบแห้ง #คลีน #ทูโก #อยู่ท้อง #ไม่อ้วน #อร่อย #บูกัก #bugak #มื้อเช้า #อาหารสุขภาพ #healthyfood #healthy #diet #cleanfood #breakfast #korean #koreansnack #koreanfood,1 30g 150 75370TaeO ImportLineIDPk03092012 bugak healthyfoodhealthydietcleanfoodbreakfastkoreankoreansnackkoreanfood,0
292,2015-02-14T12:27:54.000Z,sup3rstephanie,남산은 알아요.근데 남북이라는 단어는 몰랐거든요.남산 갔다가 북악 뷁!-#ㅊㄱ오빠 #ㅁㅈ오빠늅눕이데리고다니시느라 수고하였습니다!!은혜는잊지않겠어요😉--#namsan #mountain#bukak #octagonalpavilion#nambuk,286주,#ㅁㅈ오빠늅눕이데리고다니시느라 #mountain#bukak #octagonalpavilion#nambuk,namsanmountain bukakoctagonalpavilion nambuk,0
293,2015-02-14T12:27:54.000Z,sup3rstephanie,@stella_awesome5005 기도 열심히 했나요 ㅋㅋㅋ 나 아픈데 안나프게 해달라고 기도 해줘요 🙏,286주답글 달기,,stella awesome5005,0
294,2015-02-14T12:27:54.000Z,sup3rstephanie,@chilgu_kim 남.북.은 줄임말 이었다. 오빠의 정확한 설명 ㅋㅋㅋㅋ 오빠가 고생 정말 많으셨죠!!! 벅꾸벅꾸벅꾸벅,286주답글 달기,,chilgu kim,0
295,2015-02-14T12:27:54.000Z,omjman,남북은 사랑입니다 @@,286주답글 달기,,,0
296,2015-02-14T12:27:54.000Z,sup3rstephanie,@omjman 외쪽 어깨 아흑 ㅋㅋㅋㅋㅋ,286주답글 달기,,omjman,0
297,2015-02-14T12:27:54.000Z,omjman,다음엔 노끌바로 고고,286주답글 달기,,,0
298,2015-02-14T12:27:54.000Z,sup3rstephanie,@omjman 북악 애증 ㅋㅋㅋㅋㅋ 끼약!!,286주답글 달기,,omjman,0
299,2015-02-14T12:27:54.000Z,omjman,@svperstephanie REVENGE 매치갑시다,286주답글 달기,,svperstephanie REVENGE,0
300,2015-02-14T12:27:54.000Z,sup3rstephanie,전 그럼 북악먼저 가면 안될??까요 ㅋㅋㅋㅋ 저 정말 꿈에서 시달림 ㅋㅋㅋㅋㅋ 오빠 밀바 생각해 보니 어마어마 한거였음 ㅋㅋㅋ 업힐같이 타면서 밀바라니 ㅋㅋㅋㅋ,286주답글 달기,,,0
301,2015-02-14T12:27:54.000Z,mandiu88,저도. . 이번 년도 북악도전 ㅋ,284주답글 달기,,,0
302,2015-02-14T12:27:54.000Z,sup3rstephanie,@mandiu88 잘하실 껍니다아!! 전 즈질 체력에 늅늅이라 힘들었쪄염 ㅋㅋㅋ;;;; 화이팅!! 👊,284주답글 달기,,mandiu88,0
303,2015-02-14T12:27:54.000Z,mandiu88,ㅎㅎ 저도 저질 체력 ㅜ.ㅜ 저도 저아스크림과 ㅋㅋ 인증 올리구싶어요,284주답글 달기,,,0
304,2015-02-14T12:27:54.000Z,sup3rstephanie,@mandiu88 잘하실껍니다 충분히요!! 인증샷 기대 할께여~,284주답글 달기,,mandiu88,0
305,2014-10-12T06:26:36.000Z,teokang,#tracking #bugak #북악 #서울성곽길,304주,#tracking #bugak #북악 #서울성곽길,trackingbugak,0
306,2014-10-12T06:26:36.000Z,2hhgirl,잘생겼다~~ㅋ,304주답글 달기,,,0
307,2014-10-12T06:26:36.000Z,teokang,@2hhgirl 찍어 주신 분 실력이 출중하셔서요.,304주답글 달기,,2hhgirl,0
308,2018-02-16T16:37:15.000Z,jenny.elaia,"OHS Bugak, Korea Grand master’s plant-based, natural crisps!! Check out the traditional way of making bugak with dried seasonal vegetable and seaweed coated in glutinous rice and fried in vegetable oil for less than 5second. It’s a complete slow food and healthy snack!! #korean #korea #lotus #pumpkin #seaweed #burdock #instafood #foodie #foodstagram #eat #hkeat #hongkong #meatless #meatfree #healthy #health #instagood #snack #yum #yummy #hongkong #hkeat #tasty #delicious #slowfood #naturalfood #vegan #healthyfood #greenmonday #bugak",129주,#korean #korea #lotus #pumpkin #seaweed #burdock #instafood #foodie #foodstagram #eat #hkeat #hongkong #meatless #meatfree #healthy #health #instagood #snack #yum #yummy #hongkong #hkeat #tasty #delicious #slowfood #naturalfood #vegan #healthyfood #greenmonday #bugak,OHS BugakKorea Grand master s plant basednatural crisps Check out the traditional way of making bugak with dried seasonal vegetable and seaweed coated in glutinous rice and fried in vegetable oil for less than 5secondIt s a complete slow food and healthy snackkoreankorealotuspumpkinseaweedburdockinstafoodfoodiefoodstagrameathkeathongkongmeatlessmeatfreehealthyhealthinstagoodsnackyumyummyhongkonghkeattastydeliciousslowfoodnaturalfoodveganhealthyfoodgreenmondaybugak,0
309,2018-02-16T16:37:15.000Z,motherwiththeword,Go check out my recent ;),127주답글 달기,,Go check out my recent,0
310,2017-11-01T00:14:41.000Z,choreezo,🍃🍂🍃,145주,,,0
311,2017-11-01T00:14:41.000Z,choreezo,.....#foreverbuttphotos #fromwhereiride #outsideisfree #roadslikethese #lightbro #iamspecialized #specialized #seoulcycle #seoul #korea #bugak #fall #autumn #iphone #iphone7 #outdoor #fallleaves #cycling #cyclist #cyclinglife #bikelife #nevernotriding #자전거 #로드바이크 #라이딩 #라이딩그램 #북악산 #서울 #한국 #가을,145주답글 달기,#fromwhereiride #outsideisfree #roadslikethese #lightbro #iamspecialized #specialized #seoulcycle #seoul #korea #bugak #fall #autumn #iphone #iphone7 #outdoor #fallleaves #cycling #cyclist #cyclinglife #bikelife #nevernotriding #자전거 #로드바이크 #라이딩 #라이딩그램 #북악산 #서울 #한국 #가을,foreverbuttphotosfromwhereirideoutsideisfreeroadsliketheselightbroiamspecializedspecializedseoulcycleseoulkoreabugakfallautumniphoneiphone7outdoorfallleavescyclingcyclistcyclinglifebikelifenevernotriding,0
312,2017-11-01T00:14:41.000Z,casessary,wow!,145주답글 달기,,wow,0
313,2017-11-01T00:14:41.000Z,seoulcycle,Nice colors,145주답글 달기,,Nice colors,0
314,2016-09-22T00:11:06.000Z,cecilaurelio,Gnda ng ngite ko e 😄 nkairap k nmn haha...#bugak,203주,,Gnda ng ngite ko e nkairap k nmn hahabugak,0
315,2018-04-12T08:28:35.000Z,gerlyn0621,na late upload s ig...#bugak,121주,,na late upload s igbugak,0
316,2018-10-20T11:47:11.000Z,nalzomboso3579,#지리산의 석양#seaweed & vegetable chips#Vegan crisps#김부각#kimbugak#Bugak #오희숙전통부각#식품명인25호 부각명인#www.ohs.co.kr,94주,#지리산의 #오희숙전통부각#식품명인25호,seaweed vegetable chips Vegan crisps kimbugak Bugak25 www ohs co kr,0
317,2018-09-09T04:58:04.000Z,marklarry_,⛰🇰🇷⛰...#southkorea #bugak #bugaksan #adventureteaching,100주,#bugak #bugaksan #adventureteaching,southkoreabugakbugaksanadventureteaching,0
318,2018-09-09T04:58:04.000Z,staylocaltattoo,👍,82주좋아요 2개답글 달기,,, 2
319,2018-10-30T12:33:01.000Z,1009_bsy,#김부각 #BUGAK,93주,#김부각 #BUGAK,BUGAK,0
320,2018-11-13T06:31:58.000Z,nalzomboso3579,#양탕국의 가을#Vegan crisps#Vegetable & Seaweed chips#김부각#kimbugak#Bugak #오희숙전통부각#식품명인25호 부각명인#www.ohs.co.kr,91주,#양탕국의 #오희숙전통부각#식품명인25호,Vegan crisps Vegetable Seaweed chips kimbugak Bugak25 www ohs co kr,0
321,2019-03-22T02:28:47.000Z,templestay,"연근부각, 연근을 얇게 썰어 찹쌀풀을 바르고 건조한 뒤 기름에 튀기면 완성! 바삭하고 고소한 연근부각, 오늘 간식으로 어떠세요?Lotus Root Bugak, spread with sweet rice porridge and deep-fried, is a great snack for today! Very organic and low-fat👍🏻 ...#연근부각 #연근 #사찰음식 #사찰음식연근 #찹쌀풀 #오늘의_간식 #저지방_간식 #연꽃 #템플스테이 #한국사찰음식 #lotusrootbugak #bugak #lotus #lotusroot #templefood #koreantemplefood #k-cuisine #k-food #templefoodlotusroot #sweetriceporridge #snackfortoday #lowfat #lowfatsnack #templestay #cookkoreantemplefood #蓮根 #れんこん #かんこくいんしょく #干炸片 #韩国美食 #莲藕",72주,#연근 #사찰음식 #사찰음식연근 #찹쌀풀 #오늘의_간식 #저지방_간식 #연꽃 #템플스테이 #한국사찰음식 #lotusrootbugak #bugak #lotus #lotusroot #templefood #koreantemplefood #k-cuisine #k-food #templefoodlotusroot #sweetriceporridge #snackfortoday #lowfat #lowfatsnack #templestay #cookkoreantemplefood #蓮根 #れんこん #かんこくいんしょく #干炸片 #韩国美食 #莲藕,Lotus Root Bugakspread with sweet rice porridge and deep friedis a great snack for todayVery organic and low fat lotusrootbugakbugaklotuslotusroottemplefoodkoreantemplefoodk cuisinek foodtemplefoodlotusrootsweetriceporridgesnackfortodaylowfatlowfatsnacktemplestaycookkoreantemplefood,0
322,2019-03-22T02:28:47.000Z,saraohae,🙊🙊건강한 먹거리~^^🙏🏻,72주좋아요 1개답글 달기,,, 1
323,2019-03-22T02:28:47.000Z,yena141111,너무 이쁜사진들이 많네요~ 힐링되요!! 또 놀러올게요!! ^^,72주좋아요 1개답글 달기,,, 1
324,2018-05-17T18:07:40.000Z,b.antenna,위대한 간식들~*--#부각 #간식귀신 #숯총각김 #파래김 #존맛 #김부각 #다시마부각 #바삭바삭 #고소해 #건강해지는맛 #식사대용 #술안주 #주전부리 #영양간식 #웰빙 #실버푸드 #紫菜 #零食 #健康 #脆卜卜 #好好味 #seaweed #fried #bugak #kelp #gimbugak #snack #sidedishes #like4like #followme,116주,#간식귀신 #숯총각김 #파래김 #존맛 #김부각 #다시마부각 #바삭바삭 #고소해 #건강해지는맛 #식사대용 #술안주 #주전부리 #영양간식 #웰빙 #실버푸드 #紫菜 #零食 #健康 #脆卜卜 #好好味 #seaweed #fried #bugak #kelp #gimbugak #snack #sidedishes #like4like #followme,seaweedfriedbugakkelpgimbugaksnacksidedisheslike4likefollowme,0
325,2019-08-27T00:09:17.000Z,cycleforjustice,"Last week was Bugak Mountain. Quite a challenge for beginners but just another speed bump for our pro's.Please keep praying for us, for encouragement of the cyclists, endurance and wisdom of support crew, healing for our injured, beautiful weather, and of course for the fatherless, orphans, oppressed and for this beautiful nation.To give to the organizations we are supporting, donation link is in our bio! CLICK CLICK CLICK!...#cycle4justice2019 #cycleforjustice #Korea #cyclists #oaktreeproject #justicefornorthkorea #dodreamcenter #justice #forHisKingdom #God #blessed #fightinginjustice #cyclists #cycling #fundraiser #Bugak #싸이클 #북악 #힘내자 #화이팅 #northkorea #support #orphans #philippines #kopino #북악스카이웨이",50주,#cycleforjustice #Korea #cyclists #oaktreeproject #justicefornorthkorea #dodreamcenter #justice #forHisKingdom #God #blessed #fightinginjustice #cyclists #cycling #fundraiser #Bugak #싸이클 #북악 #힘내자 #화이팅 #northkorea #support #orphans #philippines #kopino #북악스카이웨이,Last week was Bugak MountainQuite a challenge for beginners but just another speed bump for our pro s Please keep praying for usfor encouragement of the cyclistsendurance and wisdom of support crewhealing for our injuredbeautiful weatherand of course for the fatherlessorphansoppressed and for this beautiful nation To give to the organizations we are supportingdonation link is in our bioCLICK CLICK CLICK cycle4justice2019cycleforjusticeKoreacyclistsoaktreeprojectjusticefornorthkoreadodreamcenterjusticeforHisKingdomGodblessedfightinginjusticecyclistscyclingfundraiserBugak northkoreasupportorphansphilippineskopino,0
326,2020-07-26T04:17:37.000Z,the_manul,좋아라하는 버섯. 애호박. 두부. 감자. 양파듬뿍 넣고 칼칼하게 고추장찌개🥘 만들고맘이 만들어 주신 고추부각과 함께 점심 촵촵이 습한날에도 어쩜 눅지도 않고 저리 바삭할꼬~🌶부각. 느므느므 맛있당😋...#고추장찌개 #돼지고기고추장찌개 #고추부각 #부각#내가만든 #맘이만든 #집밥 #주말 #메뉴 #점심#집밥스타그램 #먹스타그램 #맛스타그램#gochujangstew #gochujangjjigae #bugak #gochubugak #zipbap #homemade,2주,#돼지고기고추장찌개 #고추부각 #부각#내가만든 #맘이만든 #집밥 #주말 #메뉴 #점심#집밥스타그램 #먹스타그램 #맛스타그램#gochujangstew #gochujangjjigae #bugak #gochubugak #zipbap #homemade,gochujangstewgochujangjjigaebugakgochubugakzipbaphomemade,0
327,2020-01-06T23:29:20.000Z,costcofindsau,Spotted 👀 Korean crunchy and crispy roasted seaweed chips for $17.99 🍙🍙,31주,,Spotted Korean crunchy and crispy roasted seaweed chips for17 99,0
328,2020-01-06T23:29:20.000Z,costcofindsau,#seaweed #seaweedsnacks #snacks #costcosnacks #costcofood #eeeeeats #yum #costcofinds #costcofindsau #costcoaustralia #bugak #costcobuys #costcodeals #lidcombe #koreanfood #koreansnacks,31주답글 달기,#seaweed #seaweedsnacks #snacks #costcosnacks #costcofood #eeeeeats #yum #costcofinds #costcofindsau #costcoaustralia #bugak #costcobuys #costcodeals #lidcombe #koreanfood #koreansnacks,seaweedseaweedsnackssnackscostcosnackscostcofoodeeeeeatsyumcostcofindscostcofindsaucostcoaustraliabugakcostcobuyscostcodealslidcombekoreanfoodkoreansnacks,0
329,2019-12-31T05:48:54.000Z,juicycjules,Hidden Pool 💦💦💦#bugak,32주,,Hidden Pool bugak,0
330,2019-05-18T13:50:12.000Z,talabibola,industrial photographerM +44(0)7931 142 387E rrphotomedia@gmail.comR RR_137-4914-360-67 ->> Explore my beautiful world18 MAY 2019 -  We were not.N PROMOTIONSQ Moral rules ought not to be such as to make instinctive happiness impossible.T #followforfollow #fitness #swag #f4f #l4l #rrphotos #beauty #pretty #music #sky #beach #hair #photo #Bugaio #Bugaivka #Bugaiya #Bugajak #Bugaju #Bugak-e #Bugakai #Bugakov #Bugakovo #Bugakovskiy #lol #vsco #cool #bolatalabi #dubai #travel #party,64주,#followforfollow #fitness #swag #f4f #l4l #rrphotos #beauty #pretty #music #sky #beach #hair #photo #Bugaio #Bugaivka #Bugaiya #Bugajak #Bugaju #Bugak-e #Bugakai #Bugakov #Bugakovo #Bugakovskiy #lol #vsco #cool #bolatalabi #dubai #travel #party,industrial photographerM44 0 7931 142 387E rrphotomedia gmail comR RR 137 4914 360 67 Explore my beautiful world18 MAY 2019We were not N PROMOTIONSQ Moral rules ought not to be such as to make instinctive happiness impossible Tfollowforfollowfitnessswagf4fl4lrrphotosbeautyprettymusicskybeachhairphotoBugaioBugaivkaBugaiyaBugajakBugajuBugak eBugakaiBugakovBugakovoBugakovskiylolvscocoolbolatalabidubaitravelparty,0
331,2019-05-18T13:50:12.000Z,skboi_,"Amazing, cool,Fab,osm,hot, 💜💙💜💙💜💙💜💙💜💙💜💙💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💙💜💜 Follow me for support 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",64주좋아요 1개답글 달기,,Amazingcool Fab osm hotFollow me for support, 1
332,2019-05-18T13:50:12.000Z,lll_akula_lll,I can’t decide that I liked this photo because of composition or place but it is really good✌️😍,64주답글 달기,,I can t decide that I liked this photo because of composition or place but it is really good,0
333,2019-01-24T09:24:13.000Z,haba.netizen,Peresmian Komplek Makam Habib Bugak Yang Terletak di Bugak Kecamatan Jangka. Peresmian tersebut dihadiri Bupati dan Dandim Bireuen beserta Para Pejabat Lainnya.#habibbugak #bireuen#ulamaaceh#waqaf#bugak#jangka#bireuen#wisataaceh #sejarahaceh #kuburan#situssejarah#nationalgeografic #fotoaceh #history#habanetizen #fotowarga#acehlive#karengan#pemkabbireuen#pantaijangka#pantaiaceh#pesisir#amaljariyah,80주,#bireuen#ulamaaceh#waqaf#bugak#jangka#bireuen#wisataaceh #sejarahaceh #kuburan#situssejarah#nationalgeografic #fotoaceh #history#habanetizen #fotowarga#acehlive#karengan#pemkabbireuen#pantaijangka#pantaiaceh#pesisir#amaljariyah,Peresmian Komplek Makam Habib Bugak Yang Terletak di Bugak Kecamatan JangkaPeresmian tersebut dihadiri Bupati dan Dandim Bireuen beserta Para Pejabat Lainnyahabibbugakbireuen ulamaaceh waqaf bugak jangka bireuen wisataacehsejarahacehkuburan situssejarah nationalgeograficfotoacehhistory habanetizenfotowarga acehlive karengan pemkabbireuen pantaijangka pantaiaceh pesisir amaljariyah,0
334,2018-06-04T15:11:37.000Z,grapetreefoods,"Looking for a healthy snack? 💚 These Seaweed Crisps are a traditional Korean snack. 'Bugak' is made by using 100% natural ingredients such as Seaweed algae and laver. These crisps are low in calorie, GMO-Free healthy snack that contains no chemical colourings. These are currently 3 for 2 😍 perfect time to try them!",114주,,Looking for a healthy snackThese Seaweed Crisps are a traditional Korean snack Bugakis made by using 100natural ingredients such as Seaweed algae and laverThese crisps are low in calorieGMO Free healthy snack that contains no chemical colouringsThese are currently 3 for 2 perfect time to try them,0
335,2018-06-04T15:11:37.000Z,grapetreefoods,#grapetree #vegan #veganuk #vegantreats #healthy #health #healthytreats #fitness #seaweed #crisps #bugak #korean #lifestyle #veganfood #veganrecipes,114주답글 달기,#grapetree #vegan #veganuk #vegantreats #healthy #health #healthytreats #fitness #seaweed #crisps #bugak #korean #lifestyle #veganfood #veganrecipes,grapetreeveganveganukvegantreatshealthyhealthhealthytreatsfitnessseaweedcrispsbugakkoreanlifestyleveganfoodveganrecipes,0
336,2018-06-04T15:11:37.000Z,iceladyj,Mmmm Fancy them,114주답글 달기,,Mmmm Fancy them,0
337,2018-09-04T03:03:25.000Z,nalzomboso3579,#seaweed & vegetable chips#Korean crisps#김부각#kimbugak#Bugak #오희숙전통부각#식품명인25호 부각명인#www.ohs.co.kr,101주,#seaweed #오희숙전통부각#식품명인25호,seaweed vegetable chips Korean crisps kimbugak Bugak25 www ohs co kr,0
338,2017-09-27T03:05:21.000Z,millitaylor,"I made Bugak! Have u had it? It’s kinda fascinating how they’re made. You make a glutinous rice flour paste and brush the seaweed, dehydrate and fry. Cecilia @dotorybk very kindly showed me how (see on my stories) as she thought little Korean tacos could make an appearance on my canapé menus! Top day. #bugak #seaweed #koreanfood #alwayslearning #milliintheusa",150주,#bugak #seaweed #koreanfood #alwayslearning #milliintheusa,I made BugakHave u had itIt s kinda fascinating how they re madeYou make a glutinous rice flour paste and brush the seaweeddehydrate and fryCeciliadotorybk very kindly showed me howsee on my storiesas she thought little Korean tacos could make an appearance on my canapmenusTop day bugakseaweedkoreanfoodalwayslearningmilliintheusa,0
339,2017-09-27T03:05:21.000Z,felicityspector,This is such a great trip you're having!,150주답글 달기,,This is such a great trip you re having,0
340,2017-09-27T03:05:21.000Z,julietgraham,Wow what a trip - looks like you having an amazing time @millitaylor  x,150주답글 달기,,Wow what a trip looks like you having an amazing timemillitaylorx,0
341,2017-09-27T03:05:21.000Z,helen_goh_bakes인증됨,Love the sound of this.,148주답글 달기,,Love the sound of this,0
342,2018-09-02T07:26:40.000Z,nalzomboso3579,#seaweed & vegetable chips#Korean crisps#김부각#kimbugak#seaweed snack#Bugak 20가지#오희숙전통부각#식품명인25호 부각명인www.ohs.co.kr,101주,#seaweed,seaweed vegetable chips Korean crisps kimbugak seaweed snack Bugak 20 25www ohs co kr,0
343,2018-07-24T08:42:50.000Z,miflinux,Mastah ecek2 serius kerja 😂 #matangglumpangdua #bugak,107주,#matangglumpangdua #bugak,Mastah ecek2 serius kerjamatangglumpangduabugak,0
344,2018-07-24T08:42:50.000Z,aidia_mj,Mastah mubarak,107주좋아요 1개답글 달기,,Mastah mubarak, 1
345,2018-07-24T08:42:50.000Z,asrifahmi,Nyo tengoh serius hana pat koh bg husni 😂,107주좋아요 1개답글 달기,,Nyo tengoh serius hana pat koh bg husni, 1
346,2019-09-02T03:33:27.000Z,cycleforjustice,"What's a better way to build team spirit than riding 90kms together? While encouraging one another and overcoming challenges together? By God's Grace, we conquered NHSS. 👌👍 Please continue to pray for us, for encouragement of the cyclists, endurance and wisdom of support crew, healing for our injured, beautiful weather, and of course for the fatherless, orphans, oppressed and for this beautiful nation.To give to the organizations we are supporting, donation link is in our bio!!!...#cycle4justice2019 #cycleforjustice #Korea #cyclists #oaktreeproject #justicefornorthkorea #dodreamcenter #justice #forHisKingdom #God #blessed #fightinginjustice #cyclists #cycling #fundraiser #Bugak #싸이클 #북악 #힘내자 #화이팅 #northkorea #support #orphans #philippines #kopino #남한산성",49주,#cycleforjustice #Korea #cyclists #oaktreeproject #justicefornorthkorea #dodreamcenter #justice #forHisKingdom #God #blessed #fightinginjustice #cyclists #cycling #fundraiser #Bugak #싸이클 #북악 #힘내자 #화이팅 #northkorea #support #orphans #philippines #kopino #남한산성,What s a better way to build team spirit than riding 90kms togetherWhile encouraging one another and overcoming challenges togetherBy God s Gracewe conquered NHSS Please continue to pray for usfor encouragement of the cyclistsendurance and wisdom of support crewhealing for our injuredbeautiful weatherand of course for the fatherlessorphansoppressed and for this beautiful nation To give to the organizations we are supportingdonation link is in our bio cycle4justice2019cycleforjusticeKoreacyclistsoaktreeprojectjusticefornorthkoreadodreamcenterjusticeforHisKingdomGodblessedfightinginjusticecyclistscyclingfundraiserBugak northkoreasupportorphansphilippineskopino,0
347,2019-06-14T12:49:00.000Z,goh_hey,"울 아영언니 너무너무 오랜만에 만났는데금방 헤어지려니 아쉽다😭언니 덕분에 산도 오르고,꿀맛점심도 먹구, 막걸리도 마시고😍진짜 진짜 행복한 하루 보냈어요!다음에 오면 다른 성곽길 안내해줄께요💕#언니랑 #한양도성 #성곽길 #북악산둘레길 #성곽투어#창의문 #숙정문 #본격 #등산#북촌도담 #누룽지막걸리#안국역 #어니언 #서울투어#불금 #불꽃 #등산 #열정만수르#한양도성스탬프투어#seoul #tour #bugak#hiking #bukchon #anguk#cafe #onioncafe #coffee#首尔旅游 #美食旅行",60주,#한양도성 #성곽길 #북악산둘레길 #성곽투어#창의문 #숙정문 #본격 #등산#북촌도담 #누룽지막걸리#안국역 #어니언 #서울투어#불금 #불꽃 #등산 #열정만수르#한양도성스탬프투어#seoul #tour #bugak#hiking #bukchon #anguk#cafe #onioncafe #coffee#首尔旅游 #美食旅行,seoultourbugak hikingbukchonanguk cafeonioncafecoffee,0
348,2019-06-14T12:49:00.000Z,alvaro.plisplas,👏👏,60주답글 달기,,,0
349,2019-06-14T12:49:00.000Z,goh_hey,@kathong7 보고싶엉 캐띄🙈💛,60주답글 달기,,kathong7,0
350,2019-06-14T12:49:00.000Z,curious___alice,"ㅋㅋ 이거 이제봄. 나도 넘넘넘넘넘 좋았어~ 자연과 좋은사람과 점 휴식의 시간 가질 수 있어서 넘 감사한 하루, 땡큐 ♡♡♡",60주좋아요 1개답글 달기,,, 1
351,2019-06-14T12:49:00.000Z,koowon_3,헤어모델 구하고 있어요~ 메세지주세요 ^-^,60주답글 달기,,,0
352,2012-06-27T22:00:09.000Z,deedudangdudz,"""Krystinelly who?!"" @dzeyahr :) #ugak #bugak #goddaughter #loveLovelove #kyutipie #daldakina #minion #tatata",424주,#ugak #bugak #goddaughter #loveLovelove #kyutipie #daldakina #minion #tatata,Krystinelly who dzeyahr ugakbugakgoddaughterloveLovelovekyutipiedaldakinaminiontatata,0
